Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comment
3,7,2018,M1,Galium verum,21.1,percent cover of flowers,
3,7,2018,M1,Stachys officinalis,14,percent cover of flowers,
3,7,2018,M1,Ononis spinosa,11.5,percent cover of flowers,
3,7,2018,M1,Centaurea jacea,6.74,percent cover of flowers,
3,7,2018,M1,Trifolium pratense,3.24,percent cover of flowers,
3,7,2018,M1,Knautia arvensis,2.28,percent cover of flowers,
3,7,2018,M1,Achillea millefolium,1.88,percent cover of flowers,
3,7,2018,M1,Lotus corniculatus,1.58,percent cover of flowers,
3,7,2018,M1,Erigeron annuus,1.04,percent cover of flowers,
3,7,2018,M1,Hypericum perforatum,0.86,percent cover of flowers,
3,7,2018,M1,Securigera varia,0.6,percent cover of flowers,
3,7,2018,M1,Anthriscus sylvestris,0.56,percent cover of flowers,
3,7,2018,M1,Stellaria graminea,0.26,percent cover of flowers,
3,7,2018,M1,Campanula patula,0.18,percent cover of flowers,
3,7,2018,M1,Leucanthemum vulgarae,0.12,percent cover of flowers,
3,7,2018,M1,Lotus angustissimus,0.12,percent cover of flowers,
3,7,2018,M1,Dianthus carthusianorum,0.1,percent cover of flowers,
3,7,2018,M1,Thymus pulegioides,0.08,percent cover of flowers,
3,7,2018,M1,Veronica orchidea,0.08,percent cover of flowers,
3,7,2018,M1,Viola tricolor,0.08,percent cover of flowers,
3,7,2018,M1,Thalictrum lucidum,0.06,percent cover of flowers,
3,7,2018,M1,Cichorium intybus,0.04,percent cover of flowers,
3,7,2018,M1,Medicago falcata,0.04,percent cover of flowers,
3,7,2018,M1,Prunella laciniata,0.04,percent cover of flowers,
3,7,2018,M1,Trifolium montanum,0.04,percent cover of flowers,
3,7,2018,M1,Vincetoxicum hirundinaria,0.04,percent cover of flowers,
17,7,2018,M10,Securigera varia,7.38,percent cover of flowers,
17,7,2018,M10,Euphrasia rostkoviana,6.4,percent cover of flowers,
17,7,2018,M10,Lotus corniculatus,4.4,percent cover of flowers,
17,7,2018,M10,Trifolium pratense,3.94,percent cover of flowers,
17,7,2018,M10,Gentiana cruciata,1.78,percent cover of flowers,
17,7,2018,M10,Centaurea phrygia,1.38,percent cover of flowers,
17,7,2018,M10,Achillea millefolium,1.16,percent cover of flowers,
17,7,2018,M10,Erigeron annuus,1.1,percent cover of flowers,
17,7,2018,M10,Plantago media,1.1,percent cover of flowers,
17,7,2018,M10,Tragopogon orientalis,0.94,percent cover of flowers,
17,7,2018,M10,Cuscuta sp.,0.8,percent cover of flowers,
17,7,2018,M10,Hypericum perforatum,0.74,percent cover of flowers,
17,7,2018,M10,Agrimonia eupatoria,0.7,percent cover of flowers,
17,7,2018,M10,Knautia arvensis,0.68,percent cover of flowers,
17,7,2018,M10,Scorzoneroides autumnalis,0.58,percent cover of flowers,
17,7,2018,M10,Polygala comosa,0.52,percent cover of flowers,
17,7,2018,M10,Stellaria graminea,0.44,percent cover of flowers,
17,7,2018,M10,Trifolium repens,0.4,percent cover of flowers,
17,7,2018,M10,Onobrychis viciifolia,0.34,percent cover of flowers,
17,7,2018,M10,Clinopodium vulgare,0.32,percent cover of flowers,
17,7,2018,M10,Leucanthemum vulgarae,0.32,percent cover of flowers,
17,7,2018,M10,Campanula patula,0.3,percent cover of flowers,
17,7,2018,M10,Daucus carota,0.3,percent cover of flowers,
17,7,2018,M10,Medicago falcata,0.28,percent cover of flowers,
17,7,2018,M10,Galium verum,0.24,percent cover of flowers,
17,7,2018,M10,Leontodon hispidus,0.24,percent cover of flowers,
17,7,2018,M10,Prunella vulgaris,0.2,percent cover of flowers,
17,7,2018,M10,Trifolium campestre,0.2,percent cover of flowers,
17,7,2018,M10,Cichorium intybus,0.16,percent cover of flowers,
17,7,2018,M10,Medicago lupulina,0.16,percent cover of flowers,
17,7,2018,M10,Lathyrus tuberosus,0.14,percent cover of flowers,
17,7,2018,M10,Dianthus carthusianorum,0.12,percent cover of flowers,
17,7,2018,M10,Vicia cracca,0.12,percent cover of flowers,
17,7,2018,M10,Crepis biennis,0.12,percent cover of flowers,
17,7,2018,M10,Ranunculus polyanthemos,0.12,percent cover of flowers,
17,7,2018,M10,Salvia verticillata,0.12,percent cover of flowers,
17,7,2018,M10,Centaurea scabiosa,0.08,percent cover of flowers,
17,7,2018,M10,Picris hieracioides,0.08,percent cover of flowers,
17,7,2018,M10,Polygala vulgaris,0.08,percent cover of flowers,
17,7,2018,M10,Rhinanthus rumelicus,0.06,percent cover of flowers,
17,7,2018,M10,Torrilis japonica,0.06,percent cover of flowers,
17,7,2018,M10,Campanula persicifolia,0.04,percent cover of flowers,
17,7,2018,M10,Centaurium erythraea,0.04,percent cover of flowers,
17,7,2018,M10,Mentha longifolia,0.04,percent cover of flowers,
17,7,2018,M10,Ononis spinosa,0.04,percent cover of flowers,
17,7,2018,M10,Pastinaca sativa,0.04,percent cover of flowers,
17,7,2018,M10,Peucedanum oreoselinum,0.04,percent cover of flowers,
17,7,2018,M10,Pimpinella saxifraga,0.04,percent cover of flowers,
17,7,2018,M10,Teucrium chamaedrys,0.04,percent cover of flowers,
17,7,2018,M10,Trifolium montanum,0.04,percent cover of flowers,
17,7,2018,M10,Galeopsis pubescens,0.02,percent cover of flowers,
17,7,2018,M10,Galium mollugo,0.02,percent cover of flowers,
17,7,2018,M10,Potentilla erecta,0.02,percent cover of flowers,
17,7,2018,M10,Trifolium ochroleucon,0.02,percent cover of flowers,
17,7,2018,M11,Trifolium repens,3.08,percent cover of flowers,
17,7,2018,M11,Filipendula ulmaria,3.04,percent cover of flowers,
17,7,2018,M11,Sanguisorba officinalis,1.5,percent cover of flowers,
17,7,2018,M11,Lythrum salicaria,1.22,percent cover of flowers,
17,7,2018,M11,Peucedanum oreoselinum,0.82,percent cover of flowers,
17,7,2018,M11,Centaurea phrygia,0.76,percent cover of flowers,
17,7,2018,M11,Lotus corniculatus,0.7,percent cover of flowers,
17,7,2018,M11,Achillea millefolium,0.68,percent cover of flowers,
17,7,2018,M11,Potentilla erecta,0.62,percent cover of flowers,
17,7,2018,M11,Agrimonia eupatoria,0.62,percent cover of flowers,
17,7,2018,M11,Stachys officinalis,0.48,percent cover of flowers,
17,7,2018,M11,Epilobium parviflorum,0.44,percent cover of flowers,
