Plant_species,Pollinator_species,Interaction,Sampling_method,Sampling_effort_minutes,Sampling_area_square_meters,Site_id,Habitat,Country,Locality,Latitude,Longitude,Coordinate_precision,Elevation,Day,Month,Year,Comments,Temperature,Humidity
Dianthus_monspessulanum,Eristalis_tenax,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Hypericum_reicheri,BOMBUS_LUCORUM,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Hypericum_reicheri,Episyrphus_balteatus,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Aglajs_urticae,4,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Athous_flavipennis,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,BOMBUS_LAPIDARIUS,2,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,BOMBUS_LUCORUM,5,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,BOMBUS_RUDERARIUS,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,BOMBUS_RUPESTRIS,10,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,BOMBUS_SOROEENSIS,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,BOMBUS_SYLVESTRIS,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Cheilosia_personata,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Eristalis_tenax,3,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Formica_picea,8,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Inachis_io,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Lasiommata_petropolitana,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Macroglossum_stellatarum,8,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Pangonius_funebris,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Pieris_brassicae,7,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Scathophagidae_sp1,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Vanessa_cardui,2,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Knautia_drymeia,Zigena_sp.,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Laserpitium_siler,Vespula_germanica,3,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Laserpitium_gallicum,Formica_picea,20,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Laserpitium_gallicum,Muscidae_sp7,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Laserpitium_gallicum,phoridae_sp1,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Laserpitium_gallicum,phoridae_sp3,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Laserpitium_gallicum,Scathophagidae_sp4,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Laserpitium_gallicum,Sepsidae_sp1,13,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Leucanthemum_adustum,Anthomyiidae_sp1,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Leucanthemum_adustum,Eristalis_tenax,2,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Leucanthemum_adustum,Formica_picea,6,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Leucanthemum_adustum,Muscidae_sp5,3,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Phytheuma_scorzonerifolium,BOMBUS_LAPIDARIUS,2,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Phytheuma_scorzonerifolium,Episyrphus_balteatus,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Phytheuma_scorzonerifolium,Scaeva_pyrastri,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Prunella_grandiflora,BOMBUS_LAPIDARIUS,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Prunella_grandiflora,BOMBUS_LUCORUM,3,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Prunella_grandiflora,BOMBUS_SOROEENSIS,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Prunella_grandiflora,BOMBUS_WURFLENII,2,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Serratula_tinctoria,Argynnis_aglaja,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Serratula_tinctoria,BOMBUS_RUDERARIUS,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Serratula_tinctoria,BOMBUS_RUPESTRIS,4,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Serratula_tinctoria,BOMBUS_SOROEENSIS,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Serratula_tinctoria,Calliphoridae_sp1,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Serratula_tinctoria,Didea_alneti,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Serratula_tinctoria,Eristalis_tenax,2,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Serratula_tinctoria,Syrphus_torvus,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Solidago_virgaurea,Anthomyiidae_sp1,2,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Solidago_virgaurea,BOMBUS_RUPESTRIS,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Tanacetum_corimbosum,Malachius_bipustulatus,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Campanula_rotundifolia,Coleottero,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Campanula_rotundifolia,Formica_picea,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
Rhynanthus_alectorolopus,Bombus_pratorum,1,Plot,120,18.75,Mt_Lesima_1,Grassland,Italy,Mt. Lesima (Brallo di Pregola),44.6859294,9.257297,100 m,1630,26,7,2013,NA,NA,NA
