Plant_species,Pollinator_species,Interaction,Sampling_method,Sampling_effort_minutes,Sampling_area_square_meters,Site_id,Habitat,Country,Locality,Latitude,Longitude,Coordinate_precision,Elevation,Day,Month,Year,Comments,Temperature,Humidity
Anthemis arvensis,Psilothrix aureola,1,Transect,60,10000,AloeVera_2018,Scrubland,Spain,AloeVera,39.72139,3.17184,,,18,4,2018,sampled area was 3 transects of 100 x 2 m (600 m2). But the 3 transects were distributed in pararell in 1 ha (2 in the borders and 1 in the center of the ha),,
Anthemis arvensis,Psilothrix aureola,1,Transect,60,10000,AloeVera_2018,Scrubland,Spain,AloeVera,39.72139,3.17184,,,18,4,2018,sampled area was 3 transects of 100 x 2 m (600 m2). But the 3 transects were distributed in pararell in 1 ha (2 in the borders and 1 in the center of the ha),,
Anthemis arvensis,Psilothrix aureola,1,Transect,60,10000,AloeVera_2018,Scrubland,Spain,AloeVera,39.72139,3.17184,,,8,5,2018,sampled area was 3 transects of 100 x 2 m (600 m2). But the 3 transects were distributed in pararell in 1 ha (2 in the borders and 1 in the center of the ha),,
Asphodelus aestivus,Apis mellifera,1,Transect,60,10000,AloeVera_2018,Scrubland,Spain,AloeVera,39.72139,3.17184,,,3,4,2018,sampled area was 3 transects of 100 x 2 m (600 m2). But the 3 transects were distributed in pararell in 1 ha (2 in the borders and 1 in the center of the ha),,
Asphodelus aestivus,Delia platura,1,Transect,60,10000,AloeVera_2018,Scrubland,Spain,AloeVera,39.72139,3.17184,,,3,4,2018,sampled area was 3 transects of 100 x 2 m (600 m2). But the 3 transects were distributed in pararell in 1 ha (2 in the borders and 1 in the center of the ha),,
Asphodelus aestivus,Tropinota squalida,1,Transect,60,10000,AloeVera_2018,Scrubland,Spain,AloeVera,39.72139,3.17184,,,3,4,2018,sampled area was 3 transects of 100 x 2 m (600 m2). But the 3 transects were distributed in pararell in 1 ha (2 in the borders and 1 in the center of the ha),,
Asphodelus aestivus,Tropinota squalida,1,Transect,60,10000,AloeVera_2018,Scrubland,Spain,AloeVera,39.72139,3.17184,,,3,4,2018,sampled area was 3 transects of 100 x 2 m (600 m2). But the 3 transects were distributed in pararell in 1 ha (2 in the borders and 1 in the center of the ha),,
Asphodelus aestivus,Tropinota squalida,1,Transect,60,10000,AloeVera_2018,Scrubland,Spain,AloeVera,39.72139,3.17184,,,3,4,2018,sampled area was 3 transects of 100 x 2 m (600 m2). But the 3 transects were distributed in pararell in 1 ha (2 in the borders and 1 in the center of the ha),,
Asphodelus aestivus,Tropinota squalida,1,Transect,60,10000,AloeVera_2018,Scrubland,Spain,AloeVera,39.72139,3.17184,,,3,4,2018,sampled area was 3 transects of 100 x 2 m (600 m2). But the 3 transects were distributed in pararell in 1 ha (2 in the borders and 1 in the center of the ha),,
Asphodelus aestivus,Tropinota squalida,1,Transect,60,10000,AloeVera_2018,Scrubland,Spain,AloeVera,39.72139,3.17184,,,3,4,2018,sampled area was 3 transects of 100 x 2 m (600 m2). But the 3 transects were distributed in pararell in 1 ha (2 in the borders and 1 in the center of the ha),,
