Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comment
NA,NA,2017,Coimbra_2016,Abutilon indicum,0.001166667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2017,Aesculus hippocastanum,2.641,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2018,Aesculus x carnea,2.25,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2019,Albuca bracteata,0.314333333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2020,Anagyris foetida,1.763666667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2021,Arbutus unedo,0.177166667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2022,Asteraceae sp.1,0.001166667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2023,Borago officianalis,0.084666667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2024,Bougainvillea sp,0.482166667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2025,Brugmansia arborea,0.022833333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2026,Callistemon citrinus,3.105,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2027,Callistemon sp.,8.686333333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2028,Camellia japonica,0.744333333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2029,Camellia sinensis,0.004666667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2030,Canna indica,0.106,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2031,Citrus trifoliata,0.166833333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2032,Crataegus azarolus,0.232333333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2033,Crataegus monogyna,64.7585,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2034,Cydonia oblonga,0.131833333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2035,Datura sp.,0.008333333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2036,Daucus carota,2.580833333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2037,Deutzia scabra,0.606666667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2038,Digitalis sp.,0.171,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2039,Dombeya X cayeuxii,0.647833333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2040,Echinocystis lobata,0.797166667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2041,Echium candicans,0.222666667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2042,Erica arborea,116.9,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2043,Erica erigena,5.630166667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2044,Erica sp.2 cf. tetralix,0.068333333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2045,Eriobotrya japonica,0.72,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2046,Euphorbia characias,0.901,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2047,Fabaceae 1,0.001166667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2048,Fatsia japonica,1.185833333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2049,Forsythia sp.,0.075,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2050,Fuchsia sp.,0.001166667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2051,Geranium sp.,0.009833333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2052,Glechoma hederacea,0.1055,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2053,Helleborus foetidus,0.001166667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2054,Hibiscus sp,0.001166667,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
NA,NA,2017,Coimbra_2055,Hydrangea macrophylla,0.110833333,Flowers per square meter,flowers counted weekly on 6000m2 (the average per m2 is shown)
